timestamp,tabla,regla,campo_evaluado,total_recibidos,pasan_a_calidad,enviados_a_cuarentena,tasa_error_pct
2026-03-22 11:12:09,CLIENTES,R1_Duplicados,cliente_id,300,300,0,0.00%
2026-03-22 11:12:09,CLIENTES,R2_Nulos,Validación de Nulos en campos críticos,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R3_Email,Validación de formato en columna: email,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R4_Moneda,Validación de integridad financiera (monto_total),300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R5_Fechas,fecha_registro,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R6_Categoricos,categoria,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R7_Formato_ID,cliente_id,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R8_Hashing_PII,Anonimización de datos sensibles,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R9_Manejo stock nulos en productos,Datos Nulos en productos,300,288,12,4.00%
2026-03-22 11:12:09,CLIENTES,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,300,288,12,4.00%
2026-03-22 11:12:09,PEDIDOS,R1_Duplicados,pedido_id,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R2_Nulos,Validación de Nulos en campos críticos,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R3_Email,Validación de formato en columna: owner_email,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R4_Moneda,Validación de integridad financiera (monto_total),1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R5_Fechas,fecha_pedido,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R6_Categoricos,categoria,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R7_Formato_ID,pedido_id,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R8_Hashing_PII,Anonimización de datos sensibles,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,1200,1179,21,1.75%
2026-03-22 11:12:09,PEDIDOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,1200,1179,21,1.75%
2026-03-22 11:12:09,PRODUCTOS,R1_Duplicados,producto_id,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R2_Nulos,Validación de Nulos en campos críticos,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R3_Email,Validación de formato en columna: owner_email,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R4_Moneda,Validación de integridad financiera (precio_venta),80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R5_Fechas,fecha_registro,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R6_Categoricos,categoria,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R7_Formato_ID,producto_id,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R8_Hashing_PII,Anonimización de datos sensibles,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,80,80,0,0.00%
2026-03-22 11:12:09,PRODUCTOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,80,80,0,0.00%
2026-03-22 11:12:09,EVENTOS,R1_Duplicados,evento_id,4000,4000,0,0.00%
2026-03-22 11:12:09,EVENTOS,R2_Nulos,Validación de Nulos en campos críticos,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R3_Email,Validación de formato en columna: owner_email,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R4_Moneda,Validación de integridad financiera (monto_total),4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R5_Fechas,fecha_registro,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R6_Categoricos,tipo_evento,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R7_Formato_ID,evento_id,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R8_Hashing_PII,Anonimización de datos sensibles,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,4000,3816,184,4.60%
2026-03-22 11:12:09,EVENTOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,4000,3816,184,4.60%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R1_Duplicados,item_id,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R2_Nulos,Validación de Nulos en campos críticos,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R3_Email,Validación de formato en columna: owner_email,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R4_Moneda,Validación de integridad financiera (monto_total),4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R5_Fechas,fecha_pedido,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R6_Categoricos,categoria,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R7_Formato_ID,item_id,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R8_Hashing_PII,Anonimización de datos sensibles,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,4177,4177,0,0.00%
2026-03-22 11:12:09,DETALLE_PEDIDOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,4177,4177,0,0.00%
