timestamp,tabla,regla,campo_evaluado,total_recibidos,pasan_a_calidad,enviados_a_cuarentena,tasa_error_pct
2026-03-22 11:35:00,CLIENTES,R1_Duplicados,cliente_id,300,300,0,0.00%
2026-03-22 11:35:00,CLIENTES,R2_Nulos,Validación de Nulos en campos críticos,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R3_Email,Validación de formato en columna: email,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R4_Moneda,Validación de integridad financiera (monto_total),300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R5_Fechas,fecha_registro,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R6_Categoricos,categoria,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R7_Formato_ID,cliente_id,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R8_Hashing_PII,Anonimización de datos sensibles,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R9_Manejo stock nulos en productos,Datos Nulos en productos,300,288,12,4.00%
2026-03-22 11:35:00,CLIENTES,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,300,288,12,4.00%
2026-03-22 11:35:00,PEDIDOS,R1_Duplicados,pedido_id,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R2_Nulos,Validación de Nulos en campos críticos,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R3_Email,Validación de formato en columna: owner_email,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R4_Moneda,Validación de integridad financiera (monto_total),1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R5_Fechas,fecha_pedido,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R6_Categoricos,categoria,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R7_Formato_ID,pedido_id,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R8_Hashing_PII,Anonimización de datos sensibles,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,1200,1179,21,1.75%
2026-03-22 11:35:00,PEDIDOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,1200,1179,21,1.75%
2026-03-22 11:35:00,PRODUCTOS,R1_Duplicados,producto_id,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R2_Nulos,Validación de Nulos en campos críticos,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R3_Email,Validación de formato en columna: owner_email,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R4_Moneda,Validación de integridad financiera (precio_venta),80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R5_Fechas,fecha_registro,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R6_Categoricos,categoria,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R7_Formato_ID,producto_id,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R8_Hashing_PII,Anonimización de datos sensibles,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R9_Manejo stock nulos en productos,Datos Nulos en productos,80,80,0,0.00%
2026-03-22 11:35:00,PRODUCTOS,R10_MANEJO FORMATO DE TELEFONOS,Datos Telefonicos en un estandar correcto,80,80,0,0.00%
